time,vehicle_id,vehicle_type,lane_id,speed_ms,speed_limit_ms,pct_over
314.5,430,car,102688627#3_0,14.26,11.11,28.3
314.5,447,twowheeler,50219794#7_0,12.54,11.11,12.9
314.5,460,car,1251129390#3_1,12.35,11.11,11.1
315.0,116,car,:10281958933_2_0,6.72,6.01,11.8
315.0,277,twowheeler,-1198952555#2_0,13.03,11.11,17.3
315.0,430,car,102688627#3_0,13.68,11.11,23.1
315.0,447,twowheeler,:1177161634_3_0,12.38,11.11,11.4
315.0,460,car,1251129390#3_1,12.27,11.11,10.5
315.5,277,twowheeler,-1198952555#2_0,13.24,11.11,19.2
315.5,430,car,102688627#3_0,14.42,11.11,29.8
315.5,443,twowheeler,:663943276_3_0,8.37,6.77,23.7
315.5,447,twowheeler,:1177161634_3_0,12.7,11.11,14.3
315.5,463,twowheeler,:cluster_10279701142_664471710_0_0,12.41,11.11,11.7
316.0,277,twowheeler,-1198952555#2_0,12.38,11.11,11.4
316.0,430,car,102688627#3_0,14.11,11.11,27.0
316.0,447,twowheeler,50219794#8_0,12.66,11.11,14.0
316.0,460,car,1251129390#3_1,12.31,11.11,10.8
316.5,136,car,:1191863915_3_0,7.51,6.72,11.7
316.5,277,twowheeler,-1198952555#2_0,12.45,11.11,12.1
316.5,299,twowheeler,-102688627#0_0,12.79,11.11,15.1
316.5,430,car,:1177161154_13_0,14.54,11.11,30.8
316.5,447,twowheeler,50219794#8_0,12.32,11.11,10.9
316.5,509,twowheeler,:cluster_663842376_663944135_3_0,10.96,9.92,10.5
317.0,277,twowheeler,-1198952555#2_0,12.42,11.11,11.8
317.0,430,car,:1177161154_13_0,14.24,11.11,28.2
317.0,447,twowheeler,:1176978438_2_0,12.61,11.11,13.5
317.5,277,twowheeler,:11125046588_4_0,13.15,11.11,18.4
317.5,430,car,102688627#4_0,14.06,11.11,26.6
317.5,447,twowheeler,50219794#9_0,12.72,11.11,14.5
317.5,460,car,1251129390#3_1,12.32,11.11,10.9
318.0,277,twowheeler,:11125046588_4_0,12.8,11.11,15.2
318.0,430,car,102688627#4_0,13.0,11.11,17.0
318.0,447,twowheeler,50219794#9_0,12.41,11.11,11.7
318.0,463,twowheeler,-102688627#5_0,12.76,11.11,14.8
318.5,277,twowheeler,-1198952555#1_0,12.66,11.11,14.0
318.5,37,twowheeler,103230568_0,3.22,2.78,15.9
318.5,447,twowheeler,50219794#9_0,13.16,11.11,18.5
318.5,509,twowheeler,52087627#0_0,12.23,11.11,10.1
319.0,447,twowheeler,50219794#9_0,12.33,11.11,11.0
319.5,277,twowheeler,-1198952555#1_0,12.24,11.11,10.2
319.5,429,twowheeler,:1176977453_4_0,9.38,7.88,19.1
319.5,447,twowheeler,50219794#9_0,12.66,11.11,13.9
320.0,429,twowheeler,:1176977453_4_0,9.32,7.88,18.3
320.0,447,twowheeler,50219794#9_0,13.09,11.11,17.8
320.5,37,twowheeler,103230568_0,3.26,2.78,17.2
320.5,447,twowheeler,50219794#9_0,13.07,11.11,17.6
320.5,521,twowheeler,:cluster_1177211367_9189383185_0_0,7.12,6.41,11.1
321.0,447,twowheeler,50219794#9_0,12.71,11.11,14.4
321.0,509,twowheeler,52087627#0_0,12.38,11.11,11.4
321.5,116,car,103230607#0_0,16.23,13.89,16.9
322.0,116,car,103230607#0_0,15.85,13.89,14.1
322.0,37,twowheeler,103230568_0,3.18,2.78,14.3
322.0,460,car,1251129391_0,12.26,11.11,10.4
322.5,429,twowheeler,-52097266#0_0,13.09,11.11,17.8
322.5,447,twowheeler,50219794#10_0,13.1,11.11,17.9
323.0,37,twowheeler,103230568_0,3.18,2.78,14.3
323.0,429,twowheeler,-52097266#0_0,12.72,11.11,14.5
323.0,447,twowheeler,50219794#10_0,12.5,11.11,12.5
323.5,136,car,103230552#1_0,15.4,13.89,10.9
323.5,429,twowheeler,-52097266#0_0,13.55,11.11,22.0
323.5,447,twowheeler,50219794#10_0,12.6,11.11,13.4
323.5,509,twowheeler,52087627#0_0,12.24,11.11,10.2
324.0,429,twowheeler,-52097266#0_0,12.68,11.11,14.1
324.0,509,twowheeler,52087627#0_0,12.23,11.11,10.0
324.5,116,car,:1189036932_0_0,8.41,7.5,12.1
324.5,429,twowheeler,-52097266#0_0,12.44,11.11,12.0
324.5,447,twowheeler,:663804415_3_0,12.33,11.11,11.0
325.0,116,car,:1189036932_0_0,8.26,7.5,10.1
325.0,429,twowheeler,-52097266#0_0,13.29,11.11,19.7
325.0,443,twowheeler,:664472662_0_0,8.8,7.19,22.3
325.5,395,twowheeler,-101972912#0_0,15.36,13.89,10.6
325.5,429,twowheeler,-52097266#0_0,12.97,11.11,16.8
325.5,447,twowheeler,50219794#11_0,13.0,11.11,17.1
325.5,460,car,1251129391_0,12.26,11.11,10.4
325.5,540,car,-103082313#1_0,3.2,2.78,15.0
326.0,429,twowheeler,-52097266#0_0,12.92,11.11,16.3
326.0,447,twowheeler,50219794#11_0,12.54,11.11,12.9
326.5,37,twowheeler,103230568_0,3.19,2.78,14.8
326.5,416,car,52087627#0_0,12.45,11.11,12.0
326.5,429,twowheeler,-52097266#0_0,12.65,11.11,13.8
326.5,447,twowheeler,50219794#11_0,13.29,11.11,19.6
326.5,540,car,-103082313#1_0,3.25,2.78,17.0
327.0,299,twowheeler,-1198952555#3_0,12.76,11.11,14.8
327.0,416,car,52087627#0_0,12.3,11.11,10.7
327.0,429,twowheeler,-52097266#0_0,12.77,11.11,14.9
327.0,447,twowheeler,50219794#11_0,12.41,11.11,11.7
327.0,460,car,1251129391_0,12.46,11.11,12.2
327.0,540,car,-103082313#1_0,3.25,2.78,17.0
327.5,429,twowheeler,-52097266#0_0,13.3,11.11,19.7
327.5,447,twowheeler,50219794#11_0,12.64,11.11,13.7
328.0,429,twowheeler,-52097266#0_0,12.75,11.11,14.8
328.0,447,twowheeler,50219794#11_0,13.21,11.11,18.9
328.0,460,car,:cluster_10279701141_664472702_0_0,12.24,11.11,10.2
328.5,336,car,:cluster_1186025344_13298747727_13298747728_13298747738_#3more_8_0,12.29,11.11,10.6
328.5,540,car,:1190128349_5_0,3.07,2.78,10.6
329.0,299,twowheeler,:1186025305_4_0,12.67,11.11,14.1
329.0,336,car,:cluster_1186025344_13298747727_13298747728_13298747738_#3more_8_0,12.35,11.11,11.1
329.0,509,twowheeler,52087627#0_0,12.43,11.11,11.9
329.5,336,car,:cluster_1186025344_13298747727_13298747728_13298747738_#3more_8_0,12.56,11.11,13.1
329.5,365,twowheeler,:10680197995_8_0,4.08,3.65,11.8
329.5,447,twowheeler,:1177160599_3_0,11.16,9.6,16.3
330.0,336,car,:cluster_1186025344_13298747727_13298747728_13298747738_#3more_8_0,12.46,11.11,12.2
330.0,416,car,52087627#0_0,12.5,11.11,12.5
330.5,365,twowheeler,:10680197995_11_0,4.03,3.65,10.4
330.5,416,car,52087627#0_0,12.28,11.11,10.5
330.5,460,car,1288011209_0,12.34,11.11,11.1
330.5,509,twowheeler,52087627#0_0,12.49,11.11,12.4
331.0,299,twowheeler,-1198952555#2_0,12.46,11.11,12.1
331.0,460,car,1288011209_0,12.22,11.11,10.0
331.5,299,twowheeler,-1198952555#2_0,12.66,11.11,14.0
331.5,460,car,1288011209_0,12.45,11.11,12.0
332.0,299,twowheeler,-1198952555#2_0,12.74,11.11,14.7
332.0,416,car,52087627#0_0,12.34,11.11,11.1
332.0,540,car,103082313#1_0,3.17,2.78,14.0
332.5,299,twowheeler,-1198952555#2_0,12.82,11.11,15.4
333.0,299,twowheeler,-1198952555#2_0,12.24,11.11,10.2
333.0,416,car,52087627#0_0,12.47,11.11,12.2
333.0,460,car,1288011209_0,12.37,11.11,11.3
333.0,509,twowheeler,52087627#0_0,12.24,11.11,10.2
333.5,336,car,:1174832699_2_0,4.24,3.65,16.1
333.5,370,car,1312946259#3_0,12.24,11.11,10.2
333.5,509,twowheeler,52087627#0_0,12.42,11.11,11.8
334.0,299,twowheeler,-1198952555#2_0,12.32,11.11,10.9
334.0,395,twowheeler,-101972960#0_0,15.58,13.89,12.1
334.5,116,car,:1189036584_5_0,4.27,3.65,16.9
334.5,37,twowheeler,103230568_0,3.25,2.78,16.9
334.5,395,twowheeler,-101972960#0_0,15.59,13.89,12.2
334.5,416,car,52087627#0_0,12.44,11.11,12.0
334.5,555,twowheeler,-995139946_0,3.13,2.78,12.6
335.0,299,twowheeler,-1198952555#2_0,12.42,11.11,11.8
335.0,541,twowheeler,:1177211896_6_0,15.53,13.89,11.8
335.5,299,twowheeler,-1198952555#2_0,12.67,11.11,14.0
335.5,395,twowheeler,:1177211571_4_0,15.48,13.89,11.5
336.5,37,twowheeler,103230568_0,3.26,2.78,17.2
337.0,416,car,52087627#0_0,12.24,11.11,10.2
337.0,509,twowheeler,:cluster_663943516_664446119_4_0,12.31,11.11,10.8
337.5,299,twowheeler,:11125046588_4_0,12.6,11.11,13.4
338.0,299,twowheeler,:11125046588_4_0,12.53,11.11,12.8
338.5,145,twowheeler,-52097653#2_0,12.33,11.11,11.0
338.5,299,twowheeler,-1198952555#1_0,12.62,11.11,13.6
338.5,37,twowheeler,103230568_0,3.16,2.78,13.6
338.5,416,car,52087627#0_0,12.36,11.11,11.3
339.0,145,twowheeler,-52097653#2_0,12.29,11.11,10.6
339.0,416,car,52087627#0_0,12.26,11.11,10.4
339.0,555,twowheeler,-995139946_0,3.07,2.78,10.6
339.5,299,twowheeler,-1198952555#1_0,12.81,11.11,15.3
339.5,416,car,:cluster_663943516_664446119_4_0,12.27,11.11,10.5
340.0,37,twowheeler,103230568_0,3.15,2.78,13.3
340.0,555,twowheeler,-995139946_0,3.1,2.78,11.6
340.5,145,twowheeler,-52097653#2_0,12.61,11.11,13.5
341.0,269,twowheeler,:1191863802_15_0,4.61,3.65,26.2
341.0,37,twowheeler,103230568_0,3.09,2.78,11.1
341.5,269,twowheeler,:1191863802_19_0,4.29,3.65,17.5
341.5,299,twowheeler,-1198952555#0_0,12.62,11.11,13.6
341.5,555,twowheeler,-995139946_0,3.07,2.78,10.3
342.5,145,twowheeler,-52097653#2_0,12.48,11.11,12.4
342.5,299,twowheeler,:664472751_2_0,12.31,11.11,10.8
343.5,145,twowheeler,-52097653#2_0,12.54,11.11,12.9
344.0,145,twowheeler,-52097653#2_0,12.41,11.11,11.7
344.0,299,twowheeler,749341589#0_0,12.57,11.11,13.1
344.0,570,car,101966494_0,16.03,13.89,15.4
344.5,570,car,101966494_0,16.39,13.89,18.0
345.0,299,twowheeler,749341589#0_0,12.68,11.11,14.1
345.0,395,twowheeler,101972898#2_0,15.42,13.89,11.0
345.0,570,car,101966494_0,16.27,13.89,17.1
345.5,555,twowheeler,-995139946_0,3.13,2.78,12.4
345.5,570,car,101966494_0,16.29,13.89,17.3
346.0,299,twowheeler,:1190100064_0_0,12.67,11.11,14.0
346.0,395,twowheeler,:1190128241_0_0,15.73,13.89,13.2
346.5,555,twowheeler,-995139946_0,3.08,2.78,10.7
347.0,299,twowheeler,749341589#1_0,12.79,11.11,15.1
348.0,145,twowheeler,-52097653#2_0,12.3,11.11,10.7
348.0,530,car,-52155750#2_0,15.31,13.89,10.2
348.5,299,twowheeler,749341589#1_0,12.23,11.11,10.1
348.5,339,twowheeler,1251129390#3_1,12.49,11.11,12.4
348.5,395,twowheeler,101972898#3_0,15.68,13.89,12.9
348.5,530,car,-52155750#2_0,16.04,13.89,15.5
349.0,145,twowheeler,-52097653#2_0,12.56,11.11,13.1
349.0,530,car,-52155750#2_0,16.1,13.89,15.9
349.5,339,twowheeler,1251129390#3_1,12.8,11.11,15.2
349.5,530,car,-52155750#2_0,16.69,13.89,20.1
350.0,339,twowheeler,1251129390#3_1,12.3,11.11,10.7
350.0,530,car,-52155750#2_0,16.58,13.89,19.4
350.0,570,car,:1177161468_6_0,7.84,6.52,20.2
350.5,530,car,-52155750#2_0,16.11,13.89,15.9
351.0,530,car,-52155750#2_0,16.31,13.89,17.4
351.5,530,car,-52155750#2_0,16.56,13.89,19.2
352.0,339,twowheeler,1251129390#3_1,12.43,11.11,11.9
352.0,530,car,:1177161675_0_0,16.37,13.89,17.8
352.5,339,twowheeler,1251129390#3_1,12.26,11.11,10.4
352.5,530,car,:1177161675_0_0,16.09,13.89,15.8
353.0,339,twowheeler,1251129390#3_0,12.42,11.11,11.8
353.0,530,car,-52155750#1_0,16.2,13.89,16.6
353.5,339,twowheeler,:cluster_10279701142_664471710_1_0,12.25,11.11,10.3
353.5,530,car,-52155750#1_0,16.08,13.89,15.8
354.0,530,car,-52155750#1_0,16.43,13.89,18.3
354.5,339,twowheeler,:cluster_10279701142_664471710_1_0,12.46,11.11,12.2
354.5,530,car,-52155750#1_0,16.51,13.89,18.8
355.0,299,twowheeler,:cluster_10560867453_663943486_2_0,12.57,11.11,13.1
355.0,530,car,:1177160471_0_0,16.35,13.89,17.7
355.0,570,car,:1177161549_1_0,8.61,7.63,12.9
355.5,395,twowheeler,1251129390#3_0,12.52,11.11,12.7
355.5,570,car,:1177161549_1_0,9.42,7.63,23.5
355.5,592,autorickshaw,-52152323#7_0,12.29,11.11,10.6
356.0,339,twowheeler,1251129391_0,12.7,11.11,14.3
356.0,395,twowheeler,1251129390#3_0,12.38,11.11,11.5
356.0,555,twowheeler,-995139946_0,3.15,2.78,13.3
356.5,299,twowheeler,102688631#1_0,12.69,11.11,14.3
356.5,339,twowheeler,1251129391_0,12.88,11.11,15.9
356.5,395,twowheeler,1251129390#3_0,12.34,11.11,11.1
356.5,486,car,:1177211724_6_0,8.06,6.61,22.0
356.5,555,twowheeler,-995139946_0,3.15,2.78,13.3
357.0,299,twowheeler,102688631#1_0,12.73,11.11,14.6
357.0,395,twowheeler,1251129390#3_0,12.65,11.11,13.9
357.0,486,car,:1177211724_6_0,7.81,6.61,18.1
357.0,592,autorickshaw,-52152323#7_0,12.33,11.11,11.0
357.5,249,twowheeler,102690997#3_0,15.4,13.89,10.8
357.5,299,twowheeler,102688631#1_0,12.48,11.11,12.3
357.5,592,autorickshaw,-52152323#7_0,12.37,11.11,11.3
358.0,339,twowheeler,1251129391_0,12.44,11.11,12.0
358.5,145,twowheeler,52152314#0_0,15.37,13.89,10.7
358.5,249,twowheeler,102690997#3_0,15.44,13.89,11.1
358.5,299,twowheeler,102688631#1_0,12.8,11.11,15.2
358.5,339,twowheeler,1251129391_0,12.89,11.11,16.0
358.5,555,twowheeler,:1177211991_7_0,3.09,2.78,11.2
359.0,339,twowheeler,1251129391_0,12.67,11.11,14.0
359.0,395,twowheeler,1251129390#3_0,12.52,11.11,12.7
359.5,145,twowheeler,:1190100298_1_0,15.29,13.89,10.1
359.5,299,twowheeler,102688631#1_0,12.35,11.11,11.1
359.5,339,twowheeler,1251129391_0,12.46,11.11,12.2
359.5,592,autorickshaw,-52152323#7_0,12.35,11.11,11.2
360.0,395,twowheeler,1251129390#3_0,12.28,11.11,10.5
360.0,530,car,:cluster_1177160373_664472773_2_0,11.76,10.62,10.7
360.5,299,twowheeler,:1190100199_0_0,12.61,11.11,13.5
360.5,339,twowheeler,1251129391_0,12.89,11.11,16.0
360.5,592,autorickshaw,-52152323#7_0,12.4,11.11,11.6
361.0,145,twowheeler,52152314#1_0,15.35,13.89,10.5
361.0,592,autorickshaw,-52152323#7_0,12.5,11.11,12.5
361.5,592,autorickshaw,-52152323#7_0,12.31,11.11,10.8
362.0,145,twowheeler,52152314#1_0,15.8,13.89,13.8
362.0,299,twowheeler,102688631#2_0,12.23,11.11,10.0
362.0,493,twowheeler,101757312#0_0,15.42,13.89,11.0
362.0,592,autorickshaw,-52152323#7_0,12.25,11.11,10.2
362.5,339,twowheeler,1288011209_0,12.73,11.11,14.6
362.5,530,car,:1177160598_7_0,15.45,13.89,11.2
363.0,145,twowheeler,52152314#1_0,15.84,13.89,14.1
363.0,339,twowheeler,1288011209_0,12.9,11.11,16.1
363.0,530,car,:1177160598_7_0,15.96,13.89,14.9
363.5,145,twowheeler,52152314#1_0,15.63,13.89,12.5
363.5,530,car,103050330#1_0,16.34,13.89,17.6
363.5,592,autorickshaw,-52152323#7_0,12.39,11.11,11.6
364.0,395,twowheeler,-102688627#5_0,12.49,11.11,12.4
364.0,493,twowheeler,101757312#0_0,15.37,13.89,10.7
364.0,530,car,:1177161698_6_0,16.14,13.89,16.2
364.5,314,autorickshaw,:1177161154_5_0,12.25,11.11,10.3
364.5,395,twowheeler,-102688627#5_0,12.64,11.11,13.8
364.5,493,twowheeler,101757312#0_0,15.47,13.89,11.4
364.5,530,car,:1177161698_6_0,16.6,13.89,19.5
364.5,555,twowheeler,103212688#2_0,3.11,2.78,11.7
364.5,592,autorickshaw,-52152323#7_0,12.25,11.11,10.2
365.0,339,twowheeler,1288011209_0,12.56,11.11,13.0
365.0,493,twowheeler,101757312#0_0,15.69,13.89,13.0
365.0,530,car,103050330#2_0,16.06,13.89,15.6
365.5,145,twowheeler,52152314#1_0,15.31,13.89,10.2
365.5,299,twowheeler,102688631#3_0,12.3,11.11,10.7
365.5,395,twowheeler,:1177160765_4_0,12.63,11.11,13.7
365.5,530,car,103050330#2_0,16.42,13.89,18.2
366.0,339,twowheeler,1288011209_0,12.78,11.11,15.0
366.0,395,twowheeler,:1177160765_4_0,12.62,11.11,13.6
366.0,493,twowheeler,101757312#0_0,15.43,13.89,11.1
366.0,530,car,:1189868590_6_0,16.08,13.89,15.7
366.0,592,autorickshaw,-52152323#7_0,12.5,11.11,12.5
366.5,145,twowheeler,52152314#1_0,15.72,13.89,13.2
366.5,395,twowheeler,-102688627#4_0,12.42,11.11,11.8
366.5,493,twowheeler,101757312#0_0,15.6,13.89,12.3
366.5,530,car,:1189868590_6_0,16.35,13.89,17.7
367.0,493,twowheeler,101757312#0_0,15.56,13.89,12.0
367.5,592,autorickshaw,-52152323#7_0,12.36,11.11,11.2
367.5,611,twowheeler,52152369#1_0,15.57,13.89,12.1
368.0,395,twowheeler,-102688627#4_0,12.48,11.11,12.3
368.0,592,autorickshaw,-52152323#7_0,12.48,11.11,12.4
368.5,299,twowheeler,:6469974905_3_0,12.8,11.11,15.2
368.5,592,autorickshaw,-52152323#7_0,12.26,11.11,10.3
368.5,611,twowheeler,52152369#1_0,15.42,13.89,11.0
369.0,299,twowheeler,102688631#5_0,12.29,11.11,10.6
369.0,395,twowheeler,-102688627#4_0,12.3,11.11,10.8
369.0,493,twowheeler,101757312#0_0,15.32,13.89,10.3
369.0,592,autorickshaw,:1190100514_7_0,12.22,11.11,10.0
369.5,299,twowheeler,102688631#5_0,12.55,11.11,13.0
370.0,299,twowheeler,102688631#5_0,12.56,11.11,13.1
370.0,395,twowheeler,:1177161154_5_0,12.27,11.11,10.4
370.5,145,twowheeler,:664447004_1_0,8.89,7.98,11.4
370.5,530,car,:1177161371_12_0,6.58,5.89,11.7
370.5,592,autorickshaw,-52152323#6_0,12.4,11.11,11.6
371.0,299,twowheeler,102688631#5_0,12.37,11.11,11.4
371.0,395,twowheeler,:1177161154_5_0,12.51,11.11,12.6
371.0,530,car,:1177161371_12_0,6.93,5.89,17.7
371.0,592,autorickshaw,-52152323#6_0,12.38,11.11,11.4
371.0,595,twowheeler,103212697_0,3.06,2.78,10.1
371.5,395,twowheeler,-102688627#3_0,12.24,11.11,10.2
372.0,299,twowheeler,102688631#5_0,12.8,11.11,15.2
372.0,395,twowheeler,-102688627#3_0,12.5,11.11,12.5
372.5,299,twowheeler,102688631#5_0,12.58,11.11,13.3
373.5,395,twowheeler,-102688627#3_0,12.56,11.11,13.0
373.5,592,autorickshaw,:664447004_6_0,12.23,11.11,10.1
374.0,592,autorickshaw,-52152323#5_0,12.28,11.11,10.6
374.5,395,twowheeler,-102688627#3_0,12.41,11.11,11.7
374.5,555,twowheeler,103212688#2_0,3.07,2.78,10.5
374.5,623,twowheeler,1198952555#2_0,12.3,11.11,10.8
375.0,486,car,:1177211769_6_0,9.36,7.64,22.5
375.5,486,car,:1177211769_6_0,9.35,7.64,22.4
375.5,623,twowheeler,1198952555#2_0,12.26,11.11,10.4
376.0,395,twowheeler,:1177160687_0_0,12.39,11.11,11.5
376.0,592,autorickshaw,-52152323#4_0,12.31,11.11,10.8
376.5,395,twowheeler,-102688627#2_0,12.47,11.11,12.3
376.5,592,autorickshaw,-52152323#4_0,12.5,11.11,12.5
377.5,395,twowheeler,-102688627#2_0,12.27,11.11,10.5
377.5,592,autorickshaw,-52152323#3_0,12.46,11.11,12.1
378.0,395,twowheeler,:1177161508_4_0,12.26,11.11,10.3
378.0,623,twowheeler,1198952555#2_0,12.33,11.11,11.0
378.5,395,twowheeler,:1177161508_4_0,12.52,11.11,12.7
378.5,592,autorickshaw,-52152323#3_0,12.29,11.11,10.6
379.0,395,twowheeler,-102688627#1_0,12.22,11.11,10.0
379.0,592,autorickshaw,-52152323#3_0,12.44,11.11,12.0
380.0,620,car,50219794#4_0,12.69,11.11,14.2
380.0,623,twowheeler,1198952555#2_0,12.43,11.11,11.9
380.5,395,twowheeler,-102688627#1_0,12.37,11.11,11.4
380.5,555,twowheeler,103212688#2_0,3.15,2.78,13.3
380.5,592,autorickshaw,:11282869379_6_0,12.33,11.11,11.0
380.5,620,car,50219794#4_0,13.08,11.11,17.7
381.0,555,twowheeler,103212688#2_0,3.15,2.78,13.3
381.0,592,autorickshaw,-52152323#2_0,12.42,11.11,11.8
381.0,620,car,50219794#4_0,12.91,11.11,16.2
381.0,623,twowheeler,1198952555#2_0,12.33,11.11,11.0
381.5,395,twowheeler,-102688627#1_0,12.54,11.11,12.9
381.5,620,car,50219794#4_0,12.79,11.11,15.1
382.0,620,car,50219794#4_0,12.83,11.11,15.5
382.0,635,twowheeler,-103212684#0_0,15.54,13.89,11.9
382.5,395,twowheeler,:1177160573_0_0,12.51,11.11,12.6
382.5,509,twowheeler,:664472751_1_0,8.71,7.8,11.6
382.5,592,autorickshaw,-52152323#2_0,12.39,11.11,11.5
382.5,620,car,50219794#4_0,12.47,11.11,12.3
383.0,314,autorickshaw,-102688627#0_0,12.24,11.11,10.2
383.0,395,twowheeler,:1177160573_0_0,12.62,11.11,13.6
383.0,611,twowheeler,:1176977542_0_0,7.13,6.35,12.2
383.0,620,car,50219794#4_0,13.03,11.11,17.3
384.5,623,twowheeler,1198952555#3_0,12.26,11.11,10.3
385.0,395,twowheeler,-102688627#0_0,12.38,11.11,11.5
385.5,560,car,:664472751_1_0,8.66,7.8,11.0
385.5,592,autorickshaw,:cluster_10943717330_6470135655_9_0,12.47,11.11,12.2
386.0,592,autorickshaw,:cluster_10943717330_6470135655_9_0,12.31,11.11,10.8
386.5,395,twowheeler,-102688627#0_0,12.34,11.11,11.1
386.5,592,autorickshaw,-52152323#0_0,12.36,11.11,11.3
387.0,395,twowheeler,-102688627#0_0,12.42,11.11,11.8
387.0,460,car,:1177160403_1_0,7.28,6.47,12.5
387.5,592,autorickshaw,-52152323#0_0,12.4,11.11,11.6
388.0,395,twowheeler,-102688627#0_0,12.35,11.11,11.2
388.5,395,twowheeler,-102688627#0_0,12.56,11.11,13.0
388.5,560,car,:1177160807_7_0,12.27,11.11,10.5
389.0,595,twowheeler,103212697_0,3.1,2.78,11.6
389.5,509,twowheeler,1198952555#2_0,12.35,11.11,11.2
389.5,560,car,1198952555#1_0,12.24,11.11,10.2
389.5,595,twowheeler,103212697_0,3.1,2.78,11.6
390.0,560,car,1198952555#1_0,12.25,11.11,10.2
390.0,623,twowheeler,102688627#0_0,12.3,11.11,10.7
390.0,635,twowheeler,-101972876#0_0,15.48,13.89,11.4
391.0,509,twowheeler,1198952555#2_0,12.27,11.11,10.4
391.0,560,car,:11125046588_6_0,12.48,11.11,12.3
391.5,509,twowheeler,1198952555#2_0,12.25,11.11,10.3
391.5,560,car,:11125046588_6_0,12.26,11.11,10.4
392.0,460,car,1196271501#2_0,12.36,11.11,11.3
392.0,560,car,1198952555#2_0,12.34,11.11,11.1
392.5,509,twowheeler,1198952555#2_0,12.27,11.11,10.4
392.5,560,car,1198952555#2_0,12.25,11.11,10.3
392.5,635,twowheeler,-101972876#0_0,15.56,13.89,12.0
393.0,460,car,1196271501#2_0,12.36,11.11,11.3
393.0,560,car,1198952555#2_0,12.31,11.11,10.8
393.5,509,twowheeler,1198952555#2_0,12.46,11.11,12.1
393.5,560,car,1198952555#2_0,12.57,11.11,13.1
394.0,395,twowheeler,-1198952555#3_0,12.46,11.11,12.1
394.0,509,twowheeler,1198952555#2_0,12.28,11.11,10.5
394.5,362,autorickshaw,1128043714#2_0,12.22,11.11,10.0
394.5,395,twowheeler,-1198952555#3_0,12.5,11.11,12.5
394.5,560,car,1198952555#2_0,12.55,11.11,13.0
395.0,395,twowheeler,-1198952555#3_0,12.49,11.11,12.4
395.0,416,car,1198952555#2_0,12.28,11.11,10.6
395.0,560,car,1198952555#2_0,12.48,11.11,12.3
395.0,623,twowheeler,102688627#0_0,12.37,11.11,11.3
395.5,395,twowheeler,-1198952555#3_0,12.45,11.11,12.1
395.5,635,twowheeler,:1190128211_0_0,8.72,7.81,11.6
396.0,261,twowheeler,1251129390#0_1,12.55,11.11,12.9
396.0,395,twowheeler,-1198952555#3_0,12.4,11.11,11.7
396.0,635,twowheeler,:1190128211_0_0,8.79,7.81,12.5
396.5,261,twowheeler,1251129390#0_1,12.47,11.11,12.3
396.5,395,twowheeler,-1198952555#3_0,12.32,11.11,10.9
396.5,416,car,1198952555#2_0,12.46,11.11,12.1
396.5,560,car,1198952555#2_0,12.33,11.11,11.0
396.5,623,twowheeler,102688627#0_0,12.42,11.11,11.8
397.0,395,twowheeler,-1198952555#3_0,12.53,11.11,12.8
397.0,560,car,1198952555#2_0,12.4,11.11,11.6
397.5,261,twowheeler,1251129390#0_1,12.23,11.11,10.1
397.5,395,twowheeler,:1186025305_4_0,12.45,11.11,12.1
397.5,560,car,1198952555#2_0,12.34,11.11,11.1
397.5,623,twowheeler,:1177160573_7_0,12.51,11.11,12.6
398.0,395,twowheeler,-1198952555#2_0,12.55,11.11,13.0
398.0,560,car,1198952555#2_0,12.56,11.11,13.0
398.0,623,twowheeler,102688627#1_0,12.39,11.11,11.5
398.5,410,car,1128043714#3_0,12.22,11.11,10.0
398.5,509,twowheeler,1198952555#3_0,12.32,11.11,10.9
398.5,560,car,1198952555#2_0,12.36,11.11,11.3
399.0,560,car,1198952555#2_0,12.32,11.11,10.9
399.5,416,car,1198952555#2_0,12.3,11.11,10.8
400.0,346,car,:1177161631_3_0,7.56,6.84,10.5
400.5,314,autorickshaw,-1198952555#2_0,12.26,11.11,10.3
400.5,410,car,1128043714#4_0,12.23,11.11,10.0
400.5,493,twowheeler,1198952555#1_0,12.46,11.11,12.2
401.0,261,twowheeler,1251129390#0_1,12.39,11.11,11.6
401.0,416,car,1198952555#2_0,12.41,11.11,11.7
401.0,447,twowheeler,-103050337_0,15.64,13.89,12.6
401.0,493,twowheeler,1198952555#1_0,12.27,11.11,10.4
401.0,623,twowheeler,102688627#1_0,12.46,11.11,12.1
401.5,395,twowheeler,-1198952555#2_0,12.42,11.11,11.8
401.5,447,twowheeler,-103050337_0,15.89,13.89,14.4
402.0,395,twowheeler,-1198952555#2_0,12.45,11.11,12.1
402.0,447,twowheeler,-103050337_0,16.44,13.89,18.4
402.0,620,car,50219794#7_0,12.43,11.11,11.9
402.0,623,twowheeler,:1177161508_6_0,12.33,11.11,11.0
402.5,416,car,:1186025305_5_0,12.38,11.11,11.4
402.5,447,twowheeler,-103050337_0,15.77,13.89,13.6
402.5,620,car,:1177161634_3_0,13.11,11.11,18.0
403.0,299,twowheeler,:cluster_5424222000_664446587_5_0,7.05,6.19,13.9
403.0,395,twowheeler,-1198952555#2_0,12.29,11.11,10.6
403.0,416,car,1198952555#3_0,12.45,11.11,12.1
403.0,620,car,:1177161634_3_0,12.97,11.11,16.7
